塔洛,,万玛才旦,,万玛才旦,,西德尼玛,,杨秀措,,类型:,['剧情'],123分钟(公映版),2015,中国大陆, 藏语,7.7
席德与南茜 Sid and Nancy,,亚力克斯·考克斯,,亚力克斯·考克斯,,加里·奥德曼,,科洛·韦伯,,David Hayman,"['剧情', '音乐', '传记']",112 分钟,1986,英国, 英语,7.7
与外婆同行 Grandma,,保罗·韦兹,,保罗·韦兹,,莉莉·汤姆林,,朱莉娅·加纳,,马西娅·盖伊·哈登,"['剧情', '喜剧', '同性', '家庭']",79分钟,2015,美国, 英语,7.7
告密者 The Whistleblower,,拉尔沙·康达基,,艾利克斯·基尔万,,蕾切尔·薇兹,,莫妮卡·贝鲁奇,,本尼迪克特·康伯巴奇,"['剧情', '传记', '犯罪']",112分钟,2010,德国 / 加拿大 / 美国, 英语 / 罗马尼亚语 / 俄语 / 塞尔维亚语,7.7
一九八四 Nineteen Eighty-Four,,迈克尔·莱德福,,迈克尔·莱德福,,约翰·赫特,,理查德·伯顿,,苏珊娜·汉密尔顿,"['剧情', '爱情', '科幻', '惊悚']",113分钟,1984,英国, 英语,7.7
劝导 Persuasion,,亚德里安·谢尔高德,,西蒙·伯克,,莎莉·霍金斯,,艾丽丝·克里奇,,鲁伯特·彭利-琼斯,"['剧情', '爱情']",92分钟,2007,英国 / 美国, 英语,7.7
生于七月四日 Born on the Fourth of July,,奥利佛·斯通,,奥利佛·斯通,,汤姆·克鲁斯,,雷蒙德·J·巴里,,卡罗琳·卡瓦,"['剧情', '传记', '战争']",145 分钟,1989,美国, 英语,7.7
三分之一 サンブンノイチ,,品川祐,,品川祐,,藤原龙也,,中岛美嘉,,田中圣,"['剧情', '喜剧']",119分钟,2014,日本, 日语,7.7
四头狮子 Four Lions,,克里斯多夫·莫利斯,,克里斯多夫·莫利斯,,Preeya Kalidas,,凯万·诺瓦克,,里兹·阿迈德 Riz Ahmed,"['剧情', '喜剧']",97 分钟,2010,英国, 英语,7.7
死亡游戏 Game of Death,,罗伯特·高洛斯,,罗伯特·高洛斯,,李小龙,,考林·加普,,洪金宝,"['剧情', '动作', '惊悚', '犯罪']",85分钟,1978,香港 / 美国, 英语 / 汉语普通话 / 粤语,7.7
我的国王 Mon roi,,麦温,,艾蒂安·科马尔,,文森特·卡索,,艾玛纽尔·贝克特,,路易·加瑞尔,"['剧情', '爱情']",124分钟,2015,法国, 法语,7.7
K-19：寡妇制造者 K-19: The Widowmaker,,凯瑟琳·毕格罗,,Christopher Kyle,,哈里森·福特,,连姆·尼森,,Sam Spruell,"['剧情', '惊悚', '历史']",138 分钟,2002,英国 / 德国 / 美国 / 加拿大, 英语 / 俄语,7.7
鱿鱼和鲸 The Squid and the Whale,,诺亚·鲍姆巴赫,,诺亚·鲍姆巴赫,,欧文·克莱恩,,杰夫·丹尼尔斯,,劳拉·琳妮,"['剧情', '喜剧', '家庭']",81分钟,2005,美国, 英语,7.7
我被爸爸绑架了 キッドナップ・ツアー,,岸善幸,,岸善幸,,妻夫木聪,,丰岛花,,木南晴夏,"['剧情', '家庭']",72分钟,2016,日本, 日语,7.7
你好布拉德 Brad's Status,,麦克·怀特,,麦克·怀特,,本·斯蒂勒,,奥斯汀·艾布拉姆斯,,珍娜·费舍,"['剧情', '喜剧', '音乐']",102分钟,2017,美国, 英语,7.7
乌鸦的拇指 カラスの親指,,伊藤匡史,,伊藤匡史,,阿部宽,,石原里美,,村上昭二,"['剧情', '悬疑']",160分钟,2012,日本, 日语,7.7
当男人爱上女人 When a Man Loves a Woman,,路易斯·曼多基,,艾尔·弗兰肯,,安迪·加西亚,,梅格·瑞恩,,艾伦·伯斯汀,"['剧情', '爱情']",126分钟,1994,美国, 英语 / 泰语,7.7
英雄儿女,,武兆堤,,毛烽,,田方,,周文彬,,刘尚娴,"['剧情', '战争']",110分钟,1964,中国大陆, 汉语普通话,7.7
///////////////////////////////////////////////////////////////////////////////
自由坠落 Freier Fall,,斯蒂芬·拉坎特,,斯蒂芬·拉坎特,,汉诺·科夫勒,,马克思·雷迈特,,Attila Borlan,"['剧情', '爱情', '同性']",100分钟,2013,德国, 德语 / 英语,7.7
