,a,c,e,g,i,k,l,m,n,o,p,q
1138,岁月无情 Time Without Pity,约瑟夫·罗西,本·巴尔兹曼,迈克尔·雷德格瑞夫,安·托德,莱奥·麦凯恩,"['剧情', '悬疑', '犯罪']",85 分钟,1957,英国, 英语,6.9
1139,盖棺了结 Dead & Buried,Gary Sherman,Alex Stern,詹姆斯·法伦蒂洛,梅乐蒂·安德森,杰克·艾伯森,"['悬疑', '惊悚', '恐怖']",94 分钟,1981,美国, 英语,6.9
1140,罪与罚 殺人犯,周显扬,杜致朗,郭富城,张钧甯,张兆辉,"['剧情', '悬疑', '犯罪']",120 分钟,2009,香港 / 美国, 粤语,6.6
1141,火线特攻 Righteous Kill,乔恩·阿维奈,罗赛·格维茨,罗伯特·德尼罗,阿尔·帕西诺,50分,"['剧情', '悬疑', '犯罪']",101分钟,2008,美国, 英语 / 西班牙语,6.6
1142,鬼来电2 着信アリ2,冢本连平,秋元康,ミムラ,濑户朝香,吉泽悠,"['悬疑', '恐怖']",Philippines: 105 分钟,2005,日本, 日语 / 汉语普通话,6.6
1143,跟踪孔令学,张骁,白铁军,范伟,马伊琍,孙宁,"['喜剧', '悬疑']",97分钟,2011,中国大陆, 汉语普通话,6.6
1144,狼族盟约 Le pacte des loups,克里斯多夫·甘斯,克里斯多夫·甘斯,塞缪尔·勒·比汉,文森特·卡索,莫妮卡·贝鲁奇,"['动作', '悬疑', '恐怖', '历史']",142 分钟,2001,法国, 法语 / 德语 / 意大利语,6.6
1145,鬼铃 폰,安兵基,河智苑,河智苑,类型:,剧情,"['剧情', '科幻', '悬疑', '惊悚', '恐怖']",Japan: 100 分钟,2002,韩国, 韩语,6.6
1146,黑司祭们 검은 사제들,张宰贤,张宰贤,金允石,姜栋元,朴素丹,"['剧情', '悬疑']",108分钟,2015,韩国, 韩语,6.6
1147,爱情避风港 Safe Haven,拉斯·霍尔斯道姆,莱斯利·博希姆,乔什·杜哈明,朱莉安·浩夫,艾琳·齐格勒,"['剧情', '爱情', '悬疑']",115分钟,2013,美国, 英语 / 葡萄牙语,6.6
1148,神探南茜 Nancy Drew,安德鲁·弗莱明,安德鲁·弗莱明,艾玛·罗伯茨,Joanne Baron,瑞切尔·蕾·库克,"['喜剧', '悬疑', '惊悚', '家庭', '犯罪', '冒险']",99 分钟,2007,美国, 英语,6.6
1149,神秘群岛 Half Light,Craig Rosenberg,Craig Rosenberg,黛米·摩尔,Therese Bradley,詹姆斯·卡沙莫,"['剧情', '悬疑', '惊悚', '恐怖']",110 分钟,2006,英国 / 德国, 英语,6.6
1150,惊魂眼 The Gift,山姆·雷米,比利·鲍伯·松顿,凯特·布兰切特,吉奥瓦尼·瑞比西,基努·里维斯,"['剧情', '悬疑', '惊悚', '犯罪']",112分钟,2000,美国, 英语,6.6
1151,丰臣公主 プリンセストヨトミ,铃木雅之,相泽友子,绫濑遥,冈田将生,堤真一,"['剧情', '悬疑']",119分钟,2011,日本, 日语,6.6
1152,鬼女魔咒 コワイ女,雨宫庆太,雨宫庆太,中越典子,柄木佑,目黑真希,"['悬疑', '惊悚', '恐怖']",107分钟,2006,日本, 日语,6.6
1153,如何抢银行 How to Rob a Bank,Andrews Jenkins,Andrews Jenkins,尼克·斯塔尔,埃丽卡·克里斯滕森,盖文·罗斯戴尔,"['喜剧', '悬疑', '惊悚', '犯罪']",81 分钟,2007,美国, 英语,6.6
1154,危机四伏 What Lies Beneath,罗伯特·泽米吉斯,克拉克·格雷格,米歇尔·菲佛,哈里森·福特,米兰达·奥图,"['剧情', '悬疑', '惊悚', '恐怖']",130 分钟,2000,美国, 英语,6.6
1155,死亡塔,吴思远,Tin Shing Hoh,李小龙,乔宏,黄正利,"['动作', '悬疑']",Hong Kong: 86 分钟,1981,香港, 粤语 / 普通话,6.6
1156,刚果惊魂 Congo,弗兰克·马歇尔,约翰·帕特里克·尚利,劳拉·琳妮,迪伦·沃尔什,蒂姆·克里,"['动作', '科幻', '悬疑', '冒险']",109 分钟,1995,美国, 英语,6.6
1157,欢乐时光谋杀案 The Happytime Murders,布赖恩·汉森,托德·博格,梅丽莎·麦卡西,伊丽莎白·班克斯,乔尔·麦克哈尔,"['喜剧', '动作', '悬疑', '犯罪']",91分钟,2018,美国, 英语,6.3
1158,巴黎五区的女人 La femme du Vème,帕维乌·帕夫利科夫斯基,道格拉斯肯尼迪,伊桑·霍克,克里斯汀·斯科特·托马斯,萨米尔·盖丝米,"['剧情', '悬疑', '惊悚']",85分钟,2011,法国 / 英国 / 波兰, 英语 / 法语,6.3
1159,大酱 된장,李曙君,张镇,李枖原,李栋旭,柳承龙,"['剧情', '悬疑']",105分钟,2010,韩国, 韩语,6.3
1160,尸妖 屍妖,桂治洪,桂治洪,恬妮,王戎,尤翠玲,"['悬疑', '惊悚', '恐怖', '犯罪']",Hong Kong: 82 分钟,1981,香港, 粤语,6.3
1161,糜骨之壤 Pokot,阿格涅丝卡·霍兰,奥尔加·托卡尔丘克,阿格涅丝卡·玛多特-加巴卡,维克多·兹波罗夫斯基,雅酷朴·盖尔秀,"['悬疑', '惊悚', '犯罪']",128分钟,2017,波兰 / 德国 / 捷克 / 瑞典 / 斯洛伐克, 波兰语 / 英语,6.3
1162,追逐时间 타이밍,闵京朝,姜草,严相贤,沈圭赫,朴志胤,"['剧情', '动画', '悬疑']",99分钟,2014,韩国 / 日本, 韩语,6.3
1163,虎口巡航 Cruising,威廉·弗莱德金,威廉·弗莱德金,阿尔·帕西诺,保罗·索维诺,凯伦·阿兰,"['剧情', '悬疑', '惊悚', '犯罪']",102 分钟,1980,西德 / 美国, 英语,6.3
1164,吃人爸妈 Parents,鲍勃·巴拉班,Christopher Hawthorne,兰迪·奎德,玛丽·贝丝·赫特,桑迪·丹尼斯,"['剧情', '喜剧', '悬疑', '恐怖']",81 分钟,1989,加拿大 / 美国, 英语,6.3
1165,唔该借歪,霍耀良 (Clarence Fok Yiu-leung),黄子华,黄子华,袁咏仪,叶德娴,"['剧情', '喜剧', '悬疑', '恐怖']",96分钟,2000,香港, 粤语,6.3
1166,松鼠自杀事件 松鼠自殺事件,吴米森,郝譽翔,洼冢洋介,颜颖思,张翰,"['爱情', '悬疑']",118分钟,2006,台湾 / 日本, 汉语普通话 / 日语 / 英语 / 西班牙语,6.3
1167,午夜听众 The Night Listener,Patrick Stettner,阿米斯特德·莫潘,罗宾·威廉姆斯,吴珊卓,托妮·科莱特,"['悬疑', '惊悚', '犯罪']",91分钟,2006,美国, 英语,6.3
1168,两腿之间 Entre las piernas,曼努埃尔·戈麦斯·佩雷拉,华金·奥里斯特雷利,维多利亚·阿夫里尔,哈维尔·巴登,卡梅洛·戈麦斯,"['剧情', '爱情', '悬疑', '惊悚']",Argentina: 120 分钟,1999,西班牙 / 法国, 西班牙语,6.3
1169,烈血海底城 Leviathan,乔治 P·科斯马图斯,大卫·韦伯·皮普尔斯,阿曼达·佩斯,彼得·威勒,类型:,"['科幻', '悬疑', '惊悚', '恐怖', '冒险']",98 分钟,1989,美国 / 意大利, 英语,6.3
1170,斯巴达人 Spartan,大卫·马梅,大卫·马梅,方·基默,威廉姆·H·梅西,克里斯汀·贝尔,"['剧情', '动作', '悬疑', '惊悚', '犯罪']",106 分钟,2004,美国 / 德国, 英语 / 俄语 / 瑞典语,6.3
1171,窃听风云3,麦兆辉,麦兆辉,刘青云,古天乐,吴彦祖,"['动作', '悬疑', '惊悚', '犯罪']",130分钟(中国大陆),2014,香港 / 中国大陆, 汉语普通话 / 粤语,6.2
1172,但丁密码 Inferno,朗·霍华德,大卫·凯普,汤姆·汉克斯,菲丽希缇·琼斯,本·福斯特,"['悬疑', '惊悚']",122分钟,2016,美国 / 匈牙利, 英语 / 法语 / 意大利语 / 土耳其语,6.2
1173,猩红山峰 Crimson Peak,吉尔莫·德尔·托罗,吉尔莫·德尔·托罗,米娅·华希科沃斯卡,汤姆·希德勒斯顿,杰西卡·查斯坦,"['剧情', '悬疑', '惊悚']",119分钟,2015,美国 / 加拿大, 英语,6.2
1174,粉红色高跟鞋 분홍신,金容钧,金容钧,金惠秀,金圣洙,Yeon-ah Park,"['剧情', '爱情', '悬疑', '惊悚', '恐怖']",103 分钟,2005,韩国, 韩语,6.2
1175,猫脸老太太,赵小溪,牛朝杰,王翀,柏安,田淼,"['悬疑', '惊悚', '恐怖']",90分钟,2016,中国大陆, 汉语普通话,5.1
1176,高空飞行 Altitude,Kaare Andrews,Paul A. Birkett,Jessica Lowndes,Julianna Guill,Ryan Donowho,"['悬疑', '惊悚', '灾难']",90分钟,2010,加拿大 / 美国, 英语,5.1
1177,我一直知道你去年夏天干了什么 I'll Always Know What You Did Last Summer,Sylvain White,Michael D. Weiss,布鲁克·尼文,大卫·佩特考,托里·德维托,"['悬疑', '惊悚', '恐怖']",92 分钟,2006,美国, 英语,5.1
1178,冰果 真人版 氷菓,安里麻里,安里麻里,山崎贤人,广濑爱丽丝,小岛藤子,"['剧情', '悬疑']",114分钟,2017,日本, 日语,5.1
1179,四大名捕2,陈嘉上,陈嘉上,邓超,刘亦菲,邹兆龙,"['动作', '悬疑', '奇幻', '武侠', '古装']",118分钟,2013,中国大陆 / 香港, 汉语普通话,5.0
1180,盗马记 盜馬記,李志毅,李志毅,梁家辉,郑伊健,陈慧琳,"['喜剧', '动作', '爱情', '悬疑']",105分钟,2014,中国大陆 / 香港, 汉语普通话 / 粤语,5.0
1181,梦游,彭顺,彭顺,李心洁,霍思燕,李宗翰,"['悬疑', '惊悚']",105分钟,2011,香港 / 中国大陆, 粤语 / 汉语普通话,5.0
1182,魔盒 The Box,理查德·凯利,理查德·凯利,卡梅隆·迪亚兹,詹姆斯·麦斯登,弗兰克·兰格拉,"['科幻', '悬疑', '惊悚']",115 分钟,2009,美国, 英语,5.0
1183,诡爱,梁婷,梁婷,辛芷蕾,成毅,于毅,"['悬疑', '惊悚']",107分钟,2012,中国大陆, 汉语普通话,5.0
1184,杀无赦I入局,托尼·蒂尔斯,郑东影,蓝正龙,邓家佳,韩鹏翼,"['悬疑', '犯罪']",70分钟,2018,中国大陆, 汉语普通话,5.0
1185,枪过境,梁杰,马玉宝,安泽豪,方力申,王双宝,"['动作', '悬疑', '犯罪']",95分钟,2015,中国大陆, 汉语普通话,5.0
1186,狄仁杰之幽冥道,黄河,林珍钊,杨恭如,罗立群,何文辉,"['剧情', '动作', '悬疑', '古装']",97分钟,2018,中国大陆, 汉语普通话,5.0
1187,绝录求生,陆可,李鹰,吴超,孙骁潇,吴楚,"['悬疑', '惊悚']",81分钟,2012,中国大陆, 汉语普通话,5.0
1188,不良街区,姜晓通,姜晓通,张本煜,黄垲翔,刘扬,"['剧情', '悬疑', '黑色电影']",101分钟,2018,中国大陆 / 日本, 汉语普通话 / 日语,5.0
1189,魔都凶音,彭鹏华,彭鹏华,姜雯,于小伟,张瑶,"['悬疑', '惊悚', '恐怖']",87分钟,2016,中国大陆, 汉语普通话,5.0
1190,赶尽杀绝 Kill'em All,彼得·马洛塔,耶西·奇利奥,尚格·云顿,奥图姆·瑞瑟,彼得·斯特曼,"['动作', '悬疑', '惊悚', '犯罪']",96分钟,2017,美国, 英语,5.0
1191,超级骑警2 Super Troopers 2,杰伊·钱德拉萨卡,杰伊·钱德拉萨卡,艾瑞克·斯图汉斯克,杰伊·钱德拉萨卡,史蒂夫·雷米,"['喜剧', '悬疑', '犯罪']",99分钟,2018,美国, 英语,5.0
1192,三更车库,周耀武,周耀武,方力申,尹素怡,林家栋,"['悬疑', '惊悚', '恐怖']",86分钟,2014,中国大陆, 汉语普通话,3.3
1193,七月半之恐怖宿舍,杜潇傲,云漠漠,余心恬,翟子陌,马元,"['悬疑', '惊悚']",93分钟,2015,中国大陆, 汉语普通话,3.3
1194,午夜火车,张江南,张江南,霍思燕,惠英红,李宗翰,"['悬疑', '惊悚']",84分钟,2013,中国大陆, 汉语普通话,3.3
1195,地下室惊魂,梁杰,周浩晖,余少群,何杜娟,周子扬,"['剧情', '悬疑', '惊悚', '恐怖']",91分钟,2012,中国大陆, 汉语普通话,3.3
1196,异种,过华,黄荣,刘青,周浩东,吴妍妍,"['悬疑', '惊悚', '恐怖']",89分钟,2015,中国大陆, 汉语普通话,3.3
1197,神探·李奥,周杰伦,周杰伦,周杰伦,詹宇豪,宋健彰,"['动作', '悬疑', '犯罪']",90分钟,2012,台湾, 汉语普通话,3.3
1198,张震讲故事之鬼迷心窍,徐正超,徐正超,张翰,张俪,李心艾,"['悬疑', '惊悚']",87分钟,2015,中国大陆, 汉语普通话,3.2
1199,笔仙惊魂3,关尔,梁潇潇,余心恬,郭艳,郭鑫,"['悬疑', '惊悚', '恐怖']",93分钟,2014,中国大陆, 汉语普通话,3.2
1200,诡新娘,王健,马宁,苏菲,刘骐,杨济妤,"['悬疑', '恐怖']",94分钟,2016,中国大陆, 汉语普通话,3.2
1201,十二星座离奇事件,盛志民,盛志民,佟大为,甘薇,秦昊,"['悬疑', '惊悚', '犯罪']",102分钟,2012,中国大陆, 汉语普通话,3.1
1202,诡影迷情,项海明,张华,孙菲菲,李泰,商蓉,"['悬疑', '惊悚']",87分钟,2015,中国大陆, 汉语普通话,3.1
1203,欲念游戏,郭涛,束焕,郭涛,张子枫,姜潮,"['科幻', '悬疑', '犯罪']",109分钟,2019,中国大陆, 汉语普通话,3.1
1204,步步追魂,江澄,金海曙,袁成杰,谭卓,徐洁儿,"['悬疑', '惊悚']",90分钟,2013,中国大陆, 汉语普通话,3.1
1205,致命替身,过华,黄荣,刘青,魏建云,王诗乔,"['悬疑', '惊悚']",85分钟,2012,中国大陆, 汉语普通话,3.1
1206,笔仙咒怨,邓安东,林志国,罗翔,李佳颖,江兰萱,"['悬疑', '惊悚']",96分钟,2017,中国大陆, 汉语普通话,3.1
1207,谍·莲花,朱青阳,梁振华,鲁诺,潘阳,高丽雯,"['剧情', '悬疑']",90分钟,2014,中国大陆, 汉语普通话,3.0
1208,荒村凶间,陆诗雨,于传松,惠英红,蔡俊涛,贾琳,"['悬疑', '惊悚']",86分钟,2016,中国大陆, 汉语普通话,3.0
1209,枕边有张脸2,赵小溪,朱依文,赵慧仙,田家大,胡睿,"['悬疑', '惊悚']",90分钟,2016,中国大陆, 汉语普通话,3.0
1210,死亡之谜,黄正杰,黄正杰,温兆伦,黄征,余思潞,"['悬疑', '惊悚', '冒险']",86分钟,2015,中国大陆, 汉语普通话 / 粤语,2.9
1211,特工艾米拉,徐宏辉,徐宏辉,许绍洋,吴靖萱,秦沛,"['动作', '悬疑']",96分钟,2014,中国大陆, 汉语普通话 / 粤语,2.8
1212,为年轻刽子手的辩护 Případ pro začínajícího kata,帕维尔·祖拉契克,帕维尔·祖拉契克,Lubomír Kostelka,Klára Jerneková,Milena Zahrynowska,"['剧情', '悬疑', '奇幻']",102分钟,1970,捷克斯洛伐克, 捷克语,8.3
1213,天才枪手 ฉลาดเกมส์โกง,纳塔吾·彭皮里亚,塔妮达·汉塔维瓦塔娜,茱蒂蒙·琼查容苏因,查侬·散顶腾古,依莎亚·贺苏汪,"['剧情', '悬疑', '犯罪']",130分钟,2017,泰国, 泰语 / 英语,8.2
1214,电锯惊魂2 Saw II,达伦·林恩·鲍斯曼,达伦·林恩·鲍斯曼,托宾·贝尔,肖妮·史密斯,唐尼·沃尔伯格,"['悬疑', '惊悚', '恐怖']",93分钟,2005,美国 / 加拿大, 英语,8.2
1215,黑暗面 La cara oculta,安德烈斯·拜斯,安德烈斯·拜斯,基姆·古铁雷斯,克拉拉·拉戈,马丁娜·加西亚,"['剧情', '悬疑', '惊悚']",97分钟,2011,哥伦比亚 / 西班牙, 西班牙语,8.2
1216,目击者之追凶 目擊者,程伟豪,程伟豪,庄凯勋,许玮甯,柯佳嬿,"['悬疑', '惊悚', '犯罪']",117分钟,2017,台湾, 汉语普通话 / 闽南语,8.2
1217,魔鬼代言人 The Devil's Advocate,泰勒·海克福德,乔纳森·勒姆金,基努·里维斯,阿尔·帕西诺,查理兹·塞隆,"['剧情', '悬疑', '惊悚']",144分钟,1997,美国 / 德国, 英语 / 德语 / 意大利语 / 汉语普通话 / 西班牙语,8.2
1218,西北偏北 North by Northwest,阿尔弗雷德·希区柯克,恩斯特·莱赫曼,加里·格兰特,爱娃·玛丽·森特,詹姆斯·梅森,"['动作', '悬疑', '犯罪']",136分钟,1959,美国, 英语,8.2
1219,爱德华大夫 Spellbound,阿尔弗雷德·希区柯克,本·赫克特,英格丽·褒曼,格利高里·派克,迈克尔·契诃夫,"['爱情', '悬疑', '惊悚', '黑色电影']",111 分钟,1945,美国, 英语,8.2
1220,非常公寓 L'appartement,吉勒斯·米莫尼,吉勒斯·米莫尼,罗曼娜·波琳热,文森特·卡索,让-菲利普·艾科菲,"['剧情', '爱情', '悬疑']",116分钟,1996,法国 / 西班牙 / 意大利, 法语 / 英语 / 日语,8.2
1221,红色小提琴 Le violon rouge,佛朗索瓦·吉拉德,Don McKellar,卡洛·切基,让-吕克·比多,张艾嘉,"['剧情', '爱情', '悬疑', '音乐']",130 分钟,1998,加拿大 / 意大利 / 英国, 法语 / 英语 / 汉语普通话 / 意大利语 / 德语,8.2
1222,爱你长久 Il y a longtemps que je t'aime,菲利浦·克洛代尔,菲利浦·克洛代尔,克里斯汀·斯科特·托马斯,艾尔莎·泽贝斯坦,塞尔奇·哈赛纳维奇,"['剧情', '悬疑']",117 分钟,2008,法国 / 德国, 法语,8.2
1223,去年在马里昂巴德 L'année dernière à Marienbad,阿伦·雷乃,阿兰·罗布-格里耶,德菲因·塞里格,乔治·阿尔贝塔齐,萨夏·皮托埃夫,"['剧情', '爱情', '悬疑']",94 分钟,1961,法国 / 意大利, 法语,8.2
1224,怪宴 Murder by Death,罗伯特·摩尔,尼尔·西蒙,艾琳·布伦南,杜鲁门·卡波特,詹姆斯·可可,"['喜剧', '悬疑', '惊悚', '犯罪']",94 分钟,1976,美国, 英语,8.2
1225,"名侦探柯南：章节ONE 变小的名侦探 名探偵コナン エピソード ""ONE"" 小さくなった名探偵",山本泰一郎,青山刚昌,山口胜平,山崎和佳奈,高山南,"['动画', '悬疑']",92分钟,2016,日本, 日语,8.2
1226,半梦半醒的人生 Waking Life,理查德·林克莱特,理查德·林克莱特,伊桑·霍克,朱莉·德尔佩,肯·韦伯斯特,"['剧情', '动画', '悬疑', '奇幻']",99分钟,2001,美国, 英语,8.2
1227,闪电奇迹 Powder,维克多·萨尔瓦,维克多·萨尔瓦,玛丽·斯汀伯根,肖恩·派特里克·弗兰纳里,兰斯·亨利克森,"['剧情', '科幻', '悬疑', '惊悚', '奇幻']",111 分钟,1995,美国, 英语,8.2
1228,不道德的审判 Death and the Maiden,罗曼·波兰斯基,阿瑞尔·多夫曼,西格妮·韦弗,本·金斯利,斯图亚特·维尔森,"['剧情', '悬疑', '惊悚']",103分钟,1994,英国 / 美国 / 法国, 英语,8.2
1229,罗拉秘史 Laura,奥托·普雷明格,维拉·卡斯帕,吉恩·蒂尔尼,达纳·安德鲁斯,克利夫顿·韦伯,"['剧情', '爱情', '悬疑', '黑色电影']",88 分钟,1944,美国, 英语,7.8
1230,保镖 保鏢,张彻,倪匡,姜大卫,狄龙,李菁,"['动作', '爱情', '悬疑', '武侠', '古装']",Hong Kong: 101 分钟,1969,香港, 汉语普通话,7.8
1231,欲海情魔 Mildred Pierce,迈克尔·柯蒂兹,拉纳尔德·麦克杜格尔,琼·克劳馥,杰克·卡森,扎查瑞·斯考特,"['剧情', '爱情', '悬疑', '黑色电影']",111 分钟,1945,美国, 英语,7.8
1232,死亡计中计 Deathtrap,西德尼·吕美特,杰伊·普莱森·艾伦,迈克尔·凯恩,克里斯托弗·里夫,黛恩·坎农,"['喜剧', '悬疑', '惊悚', '犯罪']",116 分钟,1982,美国, 英语,7.8
1233,云中命案 Poirot：Death in the Clouds,史蒂芬·惠特克,威廉姆·亨布,大卫·苏切,菲利普·杰克森,类型:,"['剧情', '悬疑']",101分钟,1992,英国, 英语,7.8
1234,鸽群中的猫 Poirot: Cat Among the Pigeons,詹姆斯·肯特,马克·加蒂斯,大卫·苏切,哈丽特·瓦尔特,苏珊·伍尔德里奇,"['剧情', '悬疑', '惊悚', '犯罪']",93分钟,2008,英国, 英语,7.8
1235,死亡约会 Poirot: Appointment with Death,阿什利·皮尔斯,阿加莎·克里斯蒂,大卫·苏切,谢丽尔·坎贝尔,马克·加蒂斯,"['剧情', '悬疑', '惊悚', '犯罪']",93分钟,2008,英国 / 美国, 英语,7.8
1236,蜂窝谜案 Poirot: Wasps' Nest,Brian Farnham,大卫·伦维克,大卫·苏切,休·弗拉瑟,菲利普·杰克森,"['悬疑', '惊悚', '恐怖', '犯罪']",51分钟,1991,英国, 英语,7.8
1237,寓所谜案 Marple: The Murder at the Vicarage,查理·帕尔默,斯蒂芬·丘切特,杰拉尔丁·麦克伊万,蕾切尔·斯特灵,珍妮·麦克蒂尔,"['悬疑', '犯罪']",94分钟,2004,英国, 英语,7.8
1238,恋马狂 Equus,西德尼·吕美特,彼得·谢弗,理查德·伯顿,彼得·弗斯,科林·布莱克利,"['剧情', '悬疑', '恐怖']",137 分钟,1977,美国 / 英国, 英语,7.8
1239,舞会谜案 Poirot: The Affair at the Victory Ball,兰尼·雷,阿加莎·克里斯蒂,大卫·苏切,类型:,悬疑,"['悬疑', '犯罪']",50分钟,1991,英国, 英语,7.8
1240,罗曼蒂克消亡史,程耳,程耳,葛优,章子怡,浅野忠信,"['剧情', '动作', '悬疑']",125分钟,2016,中国大陆 / 香港, 汉语普通话 / 上海话 / 日语 / 英语,7.7
1241,时间旅行者的妻子 The Time Traveler's Wife,罗伯特·斯文克,布鲁斯·乔尔·鲁宾,瑞秋·麦克亚当斯,艾瑞克·巴纳,阿莱克斯·费瑞斯,"['剧情', '爱情', '悬疑', '奇幻']",107 分钟,2009,美国, 英语,7.7
1242,杀生,管虎,管虎,黄渤,苏有朋,余男,"['剧情', '悬疑']",109分钟,2012,中国大陆, 汉语普通话 / 四川话,7.7
1243,本能 Basic Instinct,保罗·范霍文,乔·埃泽特哈斯,迈克尔·道格拉斯,莎朗·斯通,乔治·杜兹达扎,"['爱情', '悬疑', '惊悚', '情色']",127 分钟,1992,美国 / 法国, 英语,7.7
1244,招魂2 The Conjuring 2,温子仁,凯利·海斯,帕特里克·威尔森,维拉·法米加,麦迪逊·沃尔夫,"['剧情', '悬疑', '恐怖']",134分钟,2016,美国 / 加拿大, 英语,7.7
1245,梅格雷的十字路口之夜 Maigret: Night at the Crossroads,莎拉·哈丁,斯图尔特·哈考特,罗温·艾金森,凯瑟琳·坎特,罗宾·威弗,"['剧情', '悬疑', '犯罪']",88分钟,2017,英国, 英语,7.5
1246,无可救药爱上你 Possession,尼尔·拉布特,黄哲伦,格温妮斯·帕特洛,艾伦·艾克哈特,杰瑞米·诺森,"['剧情', '爱情', '悬疑']",102 分钟,2002,美国 / 英国, 英语 / 法语,7.5
1247,卢浮宫迷情 Ce que mes yeux ont vu,Laurent de Bartillat,Alain Ross,西尔维·泰斯蒂,詹姆斯·提瑞,让-皮埃尔·马里埃尔,"['剧情', '悬疑', '惊悚']",88 分钟,2007,法国, 法语,7.5
1248,万圣节前夜的谋杀案 Poirot: Hallowe'en Party,查理·帕尔默,阿加莎·克里斯蒂,大卫·苏切,佐伊·沃纳梅克,伊恩·哈拉德,"['剧情', '悬疑', '恐怖', '犯罪']",89分钟,2010,英国, 英语,7.5
1249,侠僧探案传奇之催命符,海涛,郭子圣,韩朔,刘冠成,李美慧,"['动作', '悬疑', '武侠', '古装']",90分钟,2015,中国大陆, 汉语普通话,7.5
1250,非常夏日,路学长,李继贤,潘粤明,马晓晴,李佳璇,"['剧情', '悬疑']",103分钟,2000,中国大陆, 汉语普通话,7.5
