,导演,编剧,主演一,主演二,主演三,类型,时长,地区,分数
5136.0,6.5375,5.4,7.0,6.0,5.4,6.6,7.404689999999999,7.0663419191245,5.4
5137.0,5.4,5.4,3.98,7.3,6.866666666666667,6.6,6.844239999999999,5.8443960826985695,5.4
5138.0,5.4,5.4,5.4,5.4,5.4,6.82,6.844239999999999,7.494675248683443,5.4
5139.0,4.6000000000000005,6.45,6.546153846153848,5.9,5.4,6.6,6.844239999999999,5.8605355884425565,5.4
5140.0,4.45,5.4,5.4,5.4,5.4,6.6,6.844239999999999,7.039830508474576,5.4
5141.0,6.6599999999999975,6.954545454545454,6.742857142857144,6.566666666666666,6.0,6.6,6.6630600000000015,7.0663419191245,5.4
5142.0,5.4,5.4,6.8136363636363635,5.4,5.75,6.6,7.404689999999999,7.0663419191245,5.4
5143.0,6.569230769230769,7.322222222222222,6.448148148148147,5.4,5.4,7.33,6.844239999999999,7.0663419191245,5.4
5144.0,6.1000000000000005,5.4,6.675,5.4,5.4,6.6,6.844239999999999,6.896243291592125,5.4
5145.0,6.9,6.8000000000000025,5.4,7.053333333333334,6.688888888888887,6.6,6.844239999999999,7.0663419191245,5.4
5146.0,5.4,6.3,6.2,6.405263157894738,7.1111111111111125,7.33,6.844239999999999,7.0663419191245,5.4
5147.0,6.7700000000000005,5.4,6.727272727272728,5.4,5.4,6.82,6.6630600000000015,7.0663419191245,5.4
5148.0,4.4750000000000005,5.4,6.7962264150943374,5.4,6.15,6.6,6.844239999999999,6.896243291592125,5.4
5149.0,6.533333333333332,5.8000000000000025,6.540000000000001,5.4,5.4,6.82,6.844239999999999,7.0663419191245,5.4
5150.0,5.400000000000001,5.400000000000001,5.400000000000001,5.400000000000001,5.400000000000001,7.33,6.844239999999999,7.0663419191245,5.4
5151.0,4.4,4.4,6.8136363636363635,4.4,4.4,6.6,6.844239999999999,6.896243291592125,4.4
5152.0,4.4,4.4,4.4,4.4,4.4,6.6,6.844239999999999,7.0663419191245,4.4
5153.0,4.4,4.4,6.7962264150943374,6.2,4.4,6.6,6.844239999999999,7.0663419191245,4.4
5154.0,4.4,4.4,6.8136363636363635,4.4,4.4,6.6,6.6630600000000015,7.0663419191245,4.4
5155.0,4.3,5.349999999999999,4.46,4.3,5.066666666666665,6.82,6.844239999999999,5.8443960826985695,4.3
5156.0,4.699999999999998,5.349999999999999,6.119607843137258,4.3,6.02,7.33,6.844239999999999,5.8443960826985695,4.3
5157.0,6.46470588235294,5.6,5.26,4.3,4.949999999999998,6.6,6.844239999999999,5.8443960826985695,4.3
5158.0,5.18,4.5,5.041666666666667,5.924999999999999,5.7,7.33,6.844239999999999,5.8443960826985695,4.3
5159.0,4.3,4.3,5.908333333333332,4.3,5.300000000000002,7.33,6.844239999999999,7.285000000000003,4.3
5160.0,4.3,4.3,7.112903225806452,5.6800000000000015,6.687499999999999,6.6,6.844239999999999,7.0663419191245,4.3
5161.0,6.766666666666668,6.766666666666668,5.8500000000000005,6.2222222222222205,5.6000000000000005,6.6,6.844239999999999,5.8443960826985695,4.2
5162.0,5.68,5.555555555555557,6.1692307692307695,6.58,5.9833333333333325,6.6,6.844239999999999,5.8443960826985695,4.2
5163.0,4.6000000000000005,6.1111111111111125,5.8461538461538485,6.55,5.366666666666667,6.6,6.844239999999999,5.8443960826985695,4.2
5164.0,4.2,4.2,6.333333333333332,7.209999999999999,5.766666666666668,6.6,6.844239999999999,5.8443960826985695,4.2
5165.0,4.2,4.2,6.8136363636363635,4.7,4.2,6.6,6.844239999999999,7.0663419191245,4.2
5166.0,4.4,4.2,5.06,4.7,5.0,7.33,7.404689999999999,5.8443960826985695,4.2
5167.0,4.2,4.2,5.46,6.144444444444448,4.2,6.6,6.844239999999999,7.1988636363636385,4.2
5168.0,8.2,8.725,8.336363636363636,7.933333333333334,8.2,7.33,7.404689999999999,7.252004860267325,8.2
5169.0,7.449999999999997,8.1,7.677272727272726,7.56,6.863636363636362,6.6,7.404689999999999,7.0663419191245,8.1
5170.0,7.533333333333334,7.63,7.677272727272726,7.1750000000000025,7.487500000000002,6.6,7.404689999999999,7.0663419191245,8.1
5171.0,7.15,7.828571428571429,7.247619047619046,6.9,6.9250000000000025,6.6,7.404689999999999,7.0663419191245,8.1
5172.0,7.0777777777777775,6.5,7.677272727272726,7.016666666666668,7.533333333333332,6.6,7.404689999999999,7.0663419191245,8.1
5173.0,7.475,7.828571428571429,7.247619047619046,7.07391304347826,8.200000000000001,6.6,6.844239999999999,7.0663419191245,8.1
5174.0,7.257894736842103,7.375,7.056521739130435,7.699999999999997,7.866666666666667,6.6,7.404689999999999,7.0663419191245,8.1
5175.0,7.557142857142857,8.149999999999999,7.447916666666669,7.928571428571429,7.514285714285713,6.6,7.92058,7.0663419191245,8.1
5176.0,7.58,7.58,6.728571428571428,6.51,7.624999999999999,7.33,6.844239999999999,5.8443960826985695,8.1
5177.0,7.450000000000001,8.1,7.316666666666666,7.6875,7.74,6.6,6.844239999999999,7.0663419191245,8.1
5178.0,7.1090909090909085,7.128571428571428,8.1,7.674999999999999,8.1,6.6,6.6630600000000015,7.261666666666662,8.1
5179.0,7.439999999999999,7.336363636363638,7.247619047619046,7.55,7.7,6.6,6.844239999999999,7.0663419191245,8.1
5180.0,7.566666666666666,7.94,7.933333333333333,6.962499999999999,8.1,7.33,6.844239999999999,6.750420168067232,8.1
5181.0,6.569230769230769,7.699999999999997,6.8136363636363635,6.2,7.531578947368421,6.6,6.844239999999999,7.0663419191245,8.1
5182.0,8.207142857142857,8.078947368421053,6.874468085106384,7.48888888888889,7.328571428571428,6.82,7.404689999999999,7.0663419191245,8.1
5183.0,7.236363636363637,7.166666666666668,7.646666666666667,8.1,7.071428571428571,6.6,6.844239999999999,7.0663419191245,8.1
5184.0,6.6000000000000005,8.1,6.952272727272725,7.7666666666666675,7.85,6.6,6.844239999999999,7.0663419191245,8.1
5185.0,8.1,8.049999999999999,8.1,8.1,8.1,6.6,6.844239999999999,7.039830508474576,8.1
5186.0,7.664285714285714,7.652941176470589,7.251999999999999,7.3625,7.668749999999997,7.33,6.844239999999999,5.8605355884425565,7.7
5187.0,7.289655172413794,7.2666666666666675,7.4045454545454525,7.322222222222222,7.375,7.33,6.844239999999999,6.5677324358434745,7.7
5188.0,7.664285714285714,7.652941176470589,7.251999999999999,7.3625,7.668749999999997,7.33,6.844239999999999,5.8443960826985695,7.7
5189.0,7.7,7.7,7.7,7.7,7.7,7.33,6.844239999999999,7.252004860267325,7.7
5190.0,7.0578947368421066,5.349999999999999,7.4045454545454525,7.7,7.7333333333333325,6.6,6.844239999999999,5.8443960826985695,7.7
5191.0,7.899999999999999,6.8000000000000025,7.190476190476191,7.5,7.333333333333332,7.33,7.404689999999999,7.0663419191245,7.7
5192.0,7.289655172413794,7.2666666666666675,7.333333333333332,7.7,7.333333333333332,7.33,6.844239999999999,6.5677324358434745,7.7
5193.0,7.2,7.550000000000002,7.471428571428571,7.43,7.7,6.82,7.404689999999999,7.252004860267325,7.7
5194.0,7.25,7.7,7.436363636363636,6.7333333333333325,7.0200000000000005,7.33,7.92058,7.383756345177666,7.7
5195.0,7.7,7.999999999999999,7.7,7.625,7.7,6.6,7.404689999999999,7.0663419191245,7.7
5196.0,7.289655172413794,7.1,7.549999999999999,7.654545454545455,7.085714285714286,7.33,6.844239999999999,6.5677324358434745,7.7
5197.0,7.7,7.7,7.7,7.7,7.7,6.6,6.844239999999999,5.8443960826985695,7.7
5198.0,7.7,7.7,7.7,7.7,7.7,7.33,6.844239999999999,5.8443960826985695,7.7
5199.0,7.7,7.85,7.7,7.7,7.7,7.33,7.92058,7.735080645161287,7.7
5200.0,7.7,7.7,7.7,7.7,7.7,7.33,7.404689999999999,7.0663419191245,7.7
5201.0,7.7,7.7,8.020000000000001,7.7,7.1,6.6,6.844239999999999,7.0663419191245,7.7
5202.0,7.116666666666667,7.7,8.0,7.75,8.15,7.33,6.844239999999999,7.293932708218413,7.7
5203.0,7.15,6.875,7.005882352941178,7.4,7.475,6.6,7.404689999999999,7.0663419191245,7.4
5204.0,7.289655172413794,7.2666666666666675,6.82,7.4,7.05,7.33,6.844239999999999,6.5677324358434745,7.4
5205.0,7.4,6.911111111111113,7.63,7.4,7.275,6.6,6.6630600000000015,7.0663419191245,7.4
5206.0,7.0,6.9064516129032265,6.999999999999997,7.500000000000003,7.12,6.82,6.844239999999999,6.5677324358434745,7.4
5207.0,7.4,7.324999999999997,7.392857142857142,6.785714285714287,6.933333333333334,7.33,6.844239999999999,7.0663419191245,7.4
5208.0,7.400000000000001,7.400000000000001,5.8825,6.9818181818181815,7.445454545454546,6.82,6.844239999999999,6.707843137254903,7.4
5209.0,7.4,7.4,7.4,7.4,7.4,6.6,6.6630600000000015,6.5677324358434745,7.4
5210.0,6.8,7.4,7.4,7.4,7.4,6.6,6.844239999999999,7.0663419191245,7.4
5211.0,6.8888888888888875,7.276190476190474,7.550000000000002,6.025,7.4,7.33,6.844239999999999,6.5677324358434745,7.4
5212.0,7.466666666666666,7.466666666666666,8.336363636363636,7.4,7.4,7.33,6.844239999999999,7.252004860267325,7.4
5213.0,7.289655172413794,7.2666666666666675,7.549999999999999,7.654545454545455,7.4,7.33,6.844239999999999,6.5677324358434745,7.4
5214.0,8.04,7.4,8.116666666666667,7.8,7.7,7.33,7.92058,7.0663419191245,7.4
5215.0,7.4,7.4,7.4,7.4,7.4,7.33,7.92058,5.8605355884425565,7.4
5216.0,7.2333333333333325,6.5,6.7333333333333325,7.4,6.772753623188407,7.33,6.844239999999999,6.750420168067232,7.4
5217.0,6.571428571428571,6.29,7.4,7.4,7.4,6.6,6.844239999999999,6.5677324358434745,7.4
5218.0,7.236363636363637,8.200000000000001,8.045454545454547,7.4,7.4,7.33,7.404689999999999,7.0663419191245,7.4
5219.0,7.224999999999999,7.4,7.005882352941178,7.1750000000000025,6.9714285714285715,7.33,7.404689999999999,7.0663419191245,7.4
5220.0,7.4,7.4,7.35,7.4,7.4,7.33,6.844239999999999,7.301694915254238,7.4
5221.0,7.4,7.4,7.4,6.9899999999999975,7.4,6.82,6.844239999999999,6.750420168067232,7.4
5222.0,6.98,7.1,7.244444444444442,7.433333333333333,7.1,7.33,7.404689999999999,6.750420168067232,7.1
5223.0,7.1,7.1,7.1571428571428575,7.1055555555555525,6.8599999999999985,7.33,6.844239999999999,6.896243291592125,7.1
5224.0,6.833333333333332,7.1,7.1,7.1,7.1,6.6,6.844239999999999,7.494675248683443,7.1
5225.0,7.289655172413794,7.2666666666666675,6.82,7.1,7.085714285714286,6.6,6.844239999999999,6.5677324358434745,7.1
5226.0,7.269999999999999,7.269999999999999,7.269999999999999,7.269999999999999,6.772753623188407,6.6,6.6630600000000015,5.8443960826985695,7.1
5227.0,7.289655172413794,7.2666666666666675,7.3,7.3,7.35,7.33,6.844239999999999,6.5677324358434745,7.1
5228.0,6.8,7.1,7.966666666666666,7.1,6.772753623188407,7.33,7.404689999999999,7.383756345177666,7.1
5229.0,7.236842105263159,7.19,7.4045454545454525,7.1,6.75,7.33,6.844239999999999,6.5677324358434745,7.1
5230.0,6.125,5.985714285714287,6.166666666666668,7.333333333333332,7.1,6.6,6.844239999999999,6.5677324358434745,7.1
5231.0,7.825,7.1,7.1,7.1,7.633333333333333,6.6,6.844239999999999,7.0663419191245,7.1
5232.0,7.6,7.433333333333333,7.1,7.1,7.7,6.6,6.844239999999999,7.252004860267325,7.1
5233.0,7.133333333333333,7.7,7.072222222222222,6.8652173913043475,7.314285714285715,7.33,6.844239999999999,6.5677324358434745,7.1
5234.0,7.784615384615384,7.4444444444444455,6.5,6.45,7.616666666666667,7.33,7.404689999999999,5.8443960826985695,7.0
5235.0,7.4,7.4,7.56,7.204999999999997,7.15,6.6,7.404689999999999,7.0663419191245,7.0
5236.0,7.583333333333332,7.650000000000001,6.752380952380952,6.4,7.4222222222222225,6.6,7.404689999999999,7.0663419191245,7.0
5237.0,7.566666666666667,7.5,6.127999999999999,7.0,6.6599999999999975,6.82,6.844239999999999,5.8443960826985695,7.0
5238.0,7.485714285714287,7.188888888888887,6.78,7.475,6.65,6.6,7.404689999999999,7.293932708218413,7.0
5239.0,6.76,6.76,6.119607843137258,6.812765957446808,7.269230769230767,7.33,6.844239999999999,5.8443960826985695,7.0
5240.0,7.1235294117647046,7.371428571428572,6.414285714285716,6.833333333333332,6.858823529411764,6.6,7.404689999999999,7.0663419191245,7.0
5241.0,7.183333333333335,7.7333333333333325,6.651401869158878,6.671428571428571,7.0,6.6,6.844239999999999,7.293932708218413,7.0
5242.0,6.7799999999999985,7.05,6.466666666666666,7.4833333333333325,6.8,6.6,7.404689999999999,7.0663419191245,6.8
5243.0,6.8,6.8,6.8,7.0,6.8,6.6,6.844239999999999,7.494675248683443,6.8
5244.0,7.2666666666666675,7.566666666666666,7.066666666666666,7.75,6.8,7.33,7.404689999999999,7.0663419191245,6.8
5245.0,6.85,6.8,6.65,6.8,6.6750000000000025,6.6,6.844239999999999,7.0663419191245,6.8
5246.0,7.44,6.8,7.1722222222222225,6.8,7.177777777777778,6.6,7.404689999999999,7.293932708218413,6.8
5247.0,6.649999999999999,6.8,7.119999999999999,7.066666666666666,7.522222222222222,7.33,6.844239999999999,7.0663419191245,6.8
5248.0,7.0777777777777775,7.25,7.110810810810811,6.8599999999999985,7.457142857142857,6.6,6.844239999999999,7.0663419191245,6.8
5249.0,7.25,6.8,7.436363636363636,6.7333333333333325,6.8,6.82,7.404689999999999,7.383756345177666,6.8
5250.0,6.8,6.58,6.8,7.127777777777776,7.3,6.82,6.844239999999999,6.5677324358434745,6.8
5251.0,6.8,6.8,6.8,6.8,6.833333333333332,7.33,7.92058,7.0663419191245,6.8
5252.0,7.166666666666668,7.03888888888889,6.5253846153846125,6.8,6.8500000000000005,6.6,6.844239999999999,6.5677324358434745,6.8
5253.0,6.584,6.3032258064516125,5.661111111111111,7.5769230769230775,6.8,6.6,6.6630600000000015,6.5677324358434745,6.8
5254.0,6.8,6.8,7.637499999999997,6.8,7.040000000000001,6.82,6.844239999999999,7.261666666666662,6.8
5255.0,6.49090909090909,6.8,7.056521739130435,7.7333333333333325,7.3599999999999985,7.33,6.844239999999999,7.0663419191245,6.8
5256.0,6.5,6.8,6.099999999999999,6.8,7.6,6.6,6.844239999999999,6.750420168067232,6.8
5257.0,7.5,6.75,6.9516129032258025,6.8,7.05,7.33,6.844239999999999,7.0663419191245,6.8
5258.0,7.409090909090909,6.8,6.836000000000001,6.8,6.8,6.6,6.844239999999999,7.0663419191245,6.8
5259.0,6.675,6.75,6.623809523809526,7.127777777777776,6.9625,6.82,6.844239999999999,6.5677324358434745,6.8
5260.0,7.9125,6.8,6.504545454545454,6.8,6.8,7.33,6.844239999999999,7.0663419191245,6.8
5261.0,6.8599999999999985,7.357142857142858,6.266666666666668,6.5,6.45,6.6,6.844239999999999,7.261666666666662,6.5
5262.0,6.6374999999999975,6.6000000000000005,7.687500000000001,6.126666666666666,6.875,7.33,6.844239999999999,5.8443960826985695,6.5
5263.0,6.7200000000000015,6.7285714285714295,7.114285714285713,6.7333333333333325,6.5,7.33,6.844239999999999,7.0663419191245,6.5
5264.0,6.5,6.5,6.448148148148147,7.3,7.4300000000000015,6.6,6.844239999999999,7.0663419191245,6.5
5265.0,6.075,6.333333333333332,6.3500000000000005,6.39047619047619,7.0187500000000025,7.33,6.6630600000000015,6.5677324358434745,6.5
5266.0,6.293495934959347,6.118285714285713,6.717647058823529,6.463333333333333,6.009999999999999,7.33,6.844239999999999,6.5677324358434745,6.5
5267.0,6.7,6.5777777777777775,6.651401869158878,6.9818181818181815,6.5,6.82,6.844239999999999,6.5677324358434745,6.5
5268.0,7.503333333333334,7.566666666666666,7.5777777777777775,6.683333333333334,7.044444444444445,7.33,7.92058,7.293932708218413,6.5
5269.0,6.5,6.5,7.469014084507044,6.6,6.8599999999999985,7.33,6.844239999999999,6.5677324358434745,6.5
5270.0,6.2333333333333325,6.7285714285714295,6.7962264150943374,6.966666666666666,7.075,6.6,6.844239999999999,7.0663419191245,6.5
5271.0,6.5,6.5,5.75,6.825,7.377777777777776,7.33,7.404689999999999,6.750420168067232,6.5
5272.0,6.45,6.5,6.5,6.5,6.5,6.6,6.844239999999999,7.0663419191245,6.5
5273.0,6.7,7.333333333333332,7.16875,6.9,6.4071428571428575,6.6,6.6630600000000015,6.5677324358434745,6.5
5274.0,6.8125,6.5,6.19,7.119999999999999,6.5,7.33,6.844239999999999,7.0663419191245,6.5
5275.0,6.3,6.8,6.5,6.5,6.5,6.6,6.844239999999999,7.0663419191245,6.5
5276.0,6.6999999999999975,6.5,7.351351351351348,6.6999999999999975,7.057142857142856,7.33,6.844239999999999,7.0663419191245,6.5
5277.0,6.6999999999999975,7.24,6.788235294117648,7.146153846153848,6.6750000000000025,7.33,6.844239999999999,7.0663419191245,6.5
5278.0,6.9625,6.5,7.112903225806452,7.45,6.5,6.6,6.844239999999999,7.494675248683443,6.5
5279.0,6.4833333333333325,6.5,6.5,6.5,6.45,6.82,6.844239999999999,7.0663419191245,6.5
5280.0,6.3,6.3,7.619999999999999,6.533333333333334,6.666666666666668,6.82,7.404689999999999,7.293932708218413,6.3
5281.0,6.3,6.3,6.582352941176469,6.916,6.758823529411764,7.33,6.844239999999999,6.5677324358434745,6.3
5282.0,6.3,6.3,6.3,6.3000000000000025,6.3,6.82,6.6630600000000015,7.252004860267325,6.3
5283.0,6.2666666666666675,6.3,6.05,6.671428571428571,6.3,6.6,6.844239999999999,7.293932708218413,6.3
5284.0,6.3,6.3,6.3,6.4750000000000005,6.3,6.82,6.844239999999999,7.735080645161287,6.3
5285.0,6.55,6.2250000000000005,6.421428571428571,6.636363636363638,6.02,6.82,6.844239999999999,7.0663419191245,6.3
5286.0,6.703571428571429,6.3,6.0950000000000015,6.3,6.3,6.6,6.844239999999999,7.0663419191245,6.3
5287.0,6.507142857142855,6.975,6.1692307692307695,7.124999999999997,6.6,6.6,6.844239999999999,6.5677324358434745,6.3
5288.0,6.4250000000000025,6.4250000000000025,6.75,7.300000000000002,7.085714285714286,6.6,6.6630600000000015,6.5677324358434745,6.3
5289.0,6.941071428571428,6.3,6.0950000000000015,6.3,6.414285714285714,6.6,6.844239999999999,7.0663419191245,6.3
5290.0,6.7666666666666675,6.3,6.066666666666666,6.085714285714286,6.3,7.33,6.844239999999999,6.752777777777789,6.3
5291.0,6.5,6.15,6.55,6.211111111111111,7.2857142857142865,6.82,6.844239999999999,7.0663419191245,6.3
5292.0,6.3,6.3,6.119607843137258,7.127027027027029,6.990909090909091,6.82,6.844239999999999,6.5677324358434745,6.3
5293.0,6.3,6.3,6.3,6.3,6.3,6.6,6.844239999999999,7.295439739413679,6.3
5294.0,6.3,6.8,6.08,7.13846153846154,6.3,6.6,6.6630600000000015,6.5677324358434745,6.3
5295.0,6.580000000000001,6.3,6.6750000000000025,6.7666666666666675,6.3,6.82,7.404689999999999,6.750420168067232,6.3
5296.0,7.224999999999999,7.57058823529412,7.164516129032255,6.3,6.9499999999999975,6.6,6.6630600000000015,7.0663419191245,6.3
5297.0,6.775,6.333333333333332,6.3,6.366666666666667,6.3,6.6,7.404689999999999,7.252004860267325,6.3
5298.0,5.5,6.15,6.523076923076923,6.177777777777778,6.1571428571428575,6.82,6.6630600000000015,5.8443960826985695,5.9
5299.0,6.7,6.8000000000000025,5.06,6.51,6.93076923076923,6.6,6.844239999999999,5.8443960826985695,5.9
5300.0,6.7666666666666675,5.9,6.5,5.9,5.9,6.6,6.844239999999999,7.0663419191245,5.9
5301.0,6.399999999999999,6.92,7.208333333333335,6.049999999999999,5.7,7.33,7.404689999999999,7.252004860267325,5.9
5302.0,6.9625,5.8,7.274999999999999,5.9,6.65,7.33,6.844239999999999,7.494675248683443,5.9
5303.0,6.8454545454545475,6.522222222222222,6.242857142857143,6.5666666666666655,5.900000000000001,6.6,6.6630600000000015,7.0663419191245,5.9
5304.0,5.5500000000000025,6.011111111111107,6.085714285714286,5.605555555555557,5.338461538461539,7.33,6.844239999999999,6.752777777777789,5.9
5305.0,6.4,5.9,7.300000000000002,6.6000000000000005,5.9,7.33,6.844239999999999,7.293932708218413,5.9
5306.0,6.758333333333336,5.9,6.8090909090909095,6.7399999999999975,5.9,6.6,6.844239999999999,6.5677324358434745,5.9
5307.0,5.9,5.9,5.9,6.842857142857143,6.2625,7.33,6.844239999999999,7.494675248683443,5.9
5308.0,6.44,6.4499999999999975,6.885,6.685714285714287,6.4700000000000015,7.33,6.844239999999999,7.0663419191245,5.9
5309.0,5.9,5.9,5.9,7.206818181818178,6.7727272727272725,6.6,6.6630600000000015,7.494675248683443,5.9
5310.0,6.758333333333336,5.366666666666667,6.5253846153846125,7.127027027027029,7.027777777777778,6.82,6.844239999999999,6.5677324358434745,5.9
5311.0,5.900000000000001,5.900000000000001,5.700000000000001,5.900000000000001,5.900000000000001,6.6,6.6630600000000015,7.252004860267325,5.9
5312.0,6.293495934959347,6.118285714285713,6.119607843137258,7.13846153846154,6.758823529411764,6.82,6.844239999999999,6.5677324358434745,5.9
5313.0,5.880000000000001,5.9,6.594736842105262,7.016666666666668,5.9,7.33,6.844239999999999,7.0663419191245,5.9
5314.0,5.9,5.9,5.9,5.9,5.9,6.6,7.404689999999999,7.252004860267325,5.9
5315.0,5.9,5.9,6.366666666666667,5.9,5.9,6.6,6.844239999999999,7.261666666666662,5.9
5316.0,5.6,7.333333333333332,6.166666666666668,5.9,7.2,6.6,6.844239999999999,7.0663419191245,5.9
5317.0,5.4,5.4,6.5500000000000025,6.400000000000001,5.050000000000002,6.6,6.844239999999999,6.750420168067232,5.4
5318.0,6.750000000000001,6.5600000000000005,6.5888888888888895,6.466666666666666,5.225,6.82,6.6630600000000015,7.0663419191245,5.4
5319.0,5.4,5.4,5.4,5.4,5.25,6.6,6.844239999999999,7.293932708218413,5.4
5320.0,6.170454545454546,6.9045454545454525,6.119607843137258,6.554166666666667,5.4,6.6,6.844239999999999,6.5677324358434745,5.4
5321.0,6.170454545454546,6.9045454545454525,5.56842105263158,4.433333333333334,5.4,6.82,6.844239999999999,6.5677324358434745,5.4
5322.0,5.4,5.4,5.4,6.1999999999999975,5.4,6.6,6.844239999999999,7.0663419191245,5.4
5323.0,5.442857142857144,6.823529411764707,5.4,5.4,5.4,6.6,6.844239999999999,7.0663419191245,5.4
5324.0,5.4,5.4,5.4,5.4,5.4,7.33,6.844239999999999,6.752777777777789,5.4
5325.0,6.566666666666667,6.166666666666668,6.8533333333333335,6.25,5.833333333333332,7.33,6.844239999999999,6.750420168067232,5.4
5326.0,5.5,5.4,5.5,7.366666666666666,6.0,7.33,6.6630600000000015,7.0663419191245,5.4
5327.0,4.4750000000000005,5.4,6.7962264150943374,5.975,5.4,6.6,6.844239999999999,7.0663419191245,5.4
5328.0,5.4,5.4,6.836000000000001,7.115384615384616,5.4,6.6,6.6630600000000015,7.0663419191245,5.4
5329.0,6.8599999999999985,5.4,7.112903225806452,5.4,8.1,7.33,6.844239999999999,7.0663419191245,5.4
5330.0,5.4,6.433333333333334,5.4,5.4,6.8500000000000005,6.6,6.844239999999999,7.494675248683443,5.4
5331.0,5.82,5.4,6.700000000000001,5.4,5.4,6.6,6.844239999999999,7.0663419191245,5.4
5332.0,5.4,5.4,6.716666666666668,6.1866666666666665,5.4,6.6,6.6630600000000015,7.293932708218413,5.4
5333.0,5.442857142857144,5.5,5.4,5.4,5.4,6.6,6.844239999999999,7.0663419191245,5.4
5334.0,5.4,5.4,5.4,5.4,5.4,6.6,6.6630600000000015,5.8443960826985695,5.4
5335.0,5.48,5.48,6.08,5.372727272727274,4.2,6.6,6.844239999999999,6.5677324358434745,4.2
5336.0,5.48,5.48,6.08,5.6,6.366666666666667,6.6,6.844239999999999,6.5677324358434745,4.2
5337.0,3.75,3.733333333333333,4.7250000000000005,4.2,4.2,6.6,6.844239999999999,6.5677324358434745,4.2
5338.0,4.2,4.2,5.8181818181818175,6.333333333333332,4.2,6.6,6.844239999999999,7.293932708218413,4.2
5339.0,4.2,3.9,4.2,4.65,5.066666666666665,6.6,6.844239999999999,5.8443960826985695,4.2
5340.0,4.2,4.833333333333333,5.1571428571428575,4.2,4.4,7.33,6.844239999999999,5.8443960826985695,4.2
5341.0,4.2,4.2,6.459999999999999,4.2,4.2,6.6,6.6630600000000015,5.8443960826985695,4.2
5342.0,4.2,4.2,4.2,4.2,4.2,6.6,6.844239999999999,7.039830508474576,4.2
5343.0,4.800000000000002,4.2,4.8,4.2,3.75,6.6,6.844239999999999,5.8443960826985695,4.2
5344.0,4.2,4.2,4.2,6.144444444444448,4.2,6.6,6.6630600000000015,7.293932708218413,4.2
5345.0,6.293495934959347,6.118285714285713,6.944871794871798,6.755555555555558,6.226666666666668,6.82,6.844239999999999,6.5677324358434745,4.1
5346.0,4.1,4.1,4.1,4.1,5.2,7.33,6.6630600000000015,6.750420168067232,4.1
5347.0,5.65,5.475,4.1,6.3249999999999975,6.433333333333333,6.6,6.844239999999999,7.0663419191245,4.1
5348.0,6.066666666666666,4.1,6.966666666666666,4.1,4.1,6.6,6.844239999999999,7.0663419191245,4.1
5349.0,4.1,4.1,4.1,4.1,4.1,6.6,6.844239999999999,6.901626016260157,4.1
5350.0,4.1,4.1,4.1,4.1,4.275,7.33,6.6630600000000015,5.8443960826985695,4.1
5351.0,6.3055555555555545,6.500000000000001,6.1692307692307695,4.64,5.266666666666667,6.6,6.844239999999999,5.8443960826985695,4.0
5352.0,6.230000000000001,6.128571428571428,5.233333333333333,7.25909090909091,4.0,6.82,6.844239999999999,5.8443960826985695,4.0
5353.0,5.790000000000001,6.118285714285713,4.6000000000000005,5.372727272727274,6.3533333333333335,6.6,6.844239999999999,6.5677324358434745,4.0
5354.0,7.371999999999997,7.7333333333333325,7.316666666666666,7.3583333333333325,7.471428571428571,7.33,7.404689999999999,7.0663419191245,8.1
5355.0,7.409090909090909,8.05,6.7962264150943374,8.1,8.1,6.6,7.404689999999999,7.0663419191245,8.1
5356.0,7.371999999999997,8.1,7.351351351351348,7.3,7.7333333333333325,7.33,7.404689999999999,7.0663419191245,8.1
5357.0,6.540000000000001,7.4833333333333325,7.764615384615384,6.583333333333332,8.1,6.6,6.844239999999999,6.5677324358434745,8.1
5358.0,6.758333333333336,6.7351351351351365,6.5253846153846125,7.254545454545452,6.843749999999999,7.33,6.6630600000000015,6.5677324358434745,8.1
5359.0,6.3875,8.0,6.961538461538463,7.311111111111113,8.0,6.82,6.844239999999999,6.5677324358434745,8.1
5360.0,7.257894736842103,8.366666666666667,7.110810810810811,8.442857142857143,7.2,7.33,7.92058,7.0663419191245,8.1
5361.0,7.375,8.1,7.25,8.325,7.399999999999999,7.33,6.844239999999999,6.750420168067232,8.1
5362.0,8.016666666666667,8.2,8.1,8.18,8.1,6.6,6.844239999999999,6.752777777777789,8.1
5363.0,7.314285714285713,7.288888888888887,7.380645161290323,8.1,7.425,7.33,7.404689999999999,7.0663419191245,8.1
5364.0,6.912500000000001,7.290000000000001,8.1,8.1,8.1,7.33,6.6630600000000015,7.0663419191245,8.1
5365.0,8.45,7.322222222222222,8.25,7.747368421052633,6.85,7.33,7.92058,7.0663419191245,8.1
5366.0,8.1,8.1,6.8136363636363635,6.6866666666666665,7.25,6.82,6.6630600000000015,7.0663419191245,8.1
5367.0,7.269999999999999,7.269999999999999,7.269999999999999,7.269999999999999,7.333333333333335,6.6,6.6630600000000015,5.8443960826985695,8.1
5368.0,8.1,8.166666666666666,7.918749999999997,8.1,7.966666666666666,6.82,6.6630600000000015,7.494675248683443,8.1
5369.0,7.055555555555558,7.550000000000002,7.471428571428571,8.059999999999999,7.966666666666666,6.82,6.844239999999999,7.252004860267325,8.1
