,导演,编剧,主演一,主演二,主演三,类型,时长,地区,分数
165.0,6.016666666666668,5.3,5.9833333333333325,6.3599999999999985,5.6,7.33,6.844239999999999,7.252004860267325,5.3
166.0,5.3,5.3,5.3,4.9,6.772753623188407,7.33,6.844239999999999,6.750420168067232,5.3
167.0,5.3,5.3,5.225,4.425,5.3,6.82,6.6630600000000015,5.8443960826985695,5.3
168.0,5.26,5.3,5.128571428571427,6.380000000000001,4.916666666666666,6.82,6.844239999999999,5.8443960826985695,5.3
169.0,6.0,6.0,5.199999999999998,4.6,5.066666666666666,6.82,6.844239999999999,6.752777777777789,5.3
170.0,7.19,7.0,7.03076923076923,5.3,6.075,6.82,6.844239999999999,7.252004860267325,5.3
171.0,5.3,5.3,5.3,5.3,5.3,7.33,6.6630600000000015,5.8443960826985695,5.3
172.0,5.55,5.55,5.3,5.3,5.3,7.33,6.844239999999999,7.252004860267325,5.3
173.0,5.3,5.3,5.3,5.3,5.3,6.91,6.844239999999999,7.252004860267325,5.3
174.0,5.3,5.3,4.45,5.133333333333333,4.9,7.33,6.6630600000000015,5.8443960826985695,5.3
175.0,5.925,6.8500000000000005,7.072222222222222,7.2142857142857135,6.8583333333333325,6.82,6.844239999999999,6.5677324358434745,5.3
176.0,5.635714285714287,5.2,5.634615384615384,6.000000000000001,5.2,6.82,6.844239999999999,5.8443960826985695,5.2
177.0,5.925,6.3032258064516125,4.9,4.9818181818181815,6.928571428571428,6.82,6.6630600000000015,5.8443960826985695,5.2
178.0,9.1,9.1,9.1,8.166666666666666,9.1,7.33,6.844239999999999,7.494675248683443,9.1
179.0,7.508333333333335,7.333333333333332,9.1,9.1,9.1,7.33,6.844239999999999,6.5677324358434745,9.1
180.0,8.954545454545453,8.954545454545453,9.1,9.1,9.1,6.82,6.6630600000000015,7.0663419191245,9.1
181.0,8.879999999999997,9.1,8.9,8.825,9.1,7.33,6.844239999999999,7.252004860267325,9.1
182.0,8.766666666666666,9.1,9.1,9.1,9.1,7.33,6.6630600000000015,8.597560975609756,9.1
183.0,9.1,9.1,9.1,9.1,9.1,7.33,8.27823,8.597560975609756,9.1
184.0,7.753846153846152,9.0,9.0,9.0,8.1,7.33,6.6630600000000015,7.0663419191245,9.0
185.0,8.35,9.0,7.966666666666665,8.6,9.0,7.33,6.844239999999999,7.0663419191245,9.0
186.0,8.1,9.0,8.700000000000001,7.8066666666666675,9.0,7.33,7.92058,7.0663419191245,9.0
187.0,8.527272727272727,8.5,9.0,9.0,7.824999999999997,7.33,7.92058,6.752777777777789,9.0
188.0,8.110000000000001,9.0,8.0,9.0,9.0,6.82,6.844239999999999,7.0663419191245,9.0
189.0,8.200000000000001,7.5,9.0,9.0,9.0,7.33,6.844239999999999,6.750420168067232,9.0
190.0,8.65,9.0,7.82,7.445454545454546,9.0,7.33,6.844239999999999,7.294017094017096,9.0
191.0,8.954545454545453,8.954545454545453,8.94,9.0,9.0,6.82,6.844239999999999,7.0663419191245,9.0
192.0,8.231818181818182,8.347368421052632,8.566666666666666,8.639999999999999,9.0,7.33,6.844239999999999,7.735080645161287,9.0
193.0,8.476470588235296,8.513333333333334,9.0,9.0,8.799999999999997,7.33,7.92058,7.603906250000002,9.0
194.0,7.913333333333332,7.8,7.979999999999999,7.185714285714285,8.9,7.33,6.844239999999999,7.252004860267325,8.9
195.0,8.213043478260868,7.918518518518517,7.764615384615384,7.536363636363637,7.0,7.33,6.844239999999999,6.5677324358434745,8.9
196.0,8.114999999999998,8.775,7.68,8.9,7.1000000000000005,7.33,6.844239999999999,6.752777777777789,8.9
197.0,8.2,8.2,8.2,8.2,8.2,7.33,7.404689999999999,7.327419354838708,8.2
198.0,7.311764705882353,7.35,7.433333333333333,8.0,7.1111111111111125,7.33,7.404689999999999,7.0663419191245,8.2
199.0,8.2,8.2,8.2,7.206818181818178,7.573684210526315,7.33,7.404689999999999,7.293932708218413,8.2
200.0,7.399999999999999,7.966666666666666,7.033333333333332,7.2857142857142865,7.599999999999999,7.33,6.844239999999999,7.293932708218413,8.2
201.0,8.32,8.258823529411767,8.2,7.314285714285715,8.2,7.33,7.404689999999999,7.252004860267325,8.2
202.0,7.749999999999999,8.2,8.033333333333333,8.2,8.0,7.33,6.844239999999999,5.8443960826985695,8.2
203.0,7.522222222222222,8.1,8.2,8.2,7.65,7.33,7.404689999999999,7.252004860267325,8.2
204.0,7.533333333333334,6.1,7.38,8.299999999999999,8.2,7.33,6.6630600000000015,5.8443960826985695,8.2
205.0,8.2,8.2,8.139999999999999,7.4125,7.8,7.33,6.844239999999999,7.0663419191245,8.2
206.0,8.2,8.2,7.649999999999999,8.0,8.2,7.33,6.844239999999999,7.494675248683443,8.2
207.0,7.925000000000002,7.887499999999997,8.2,8.2,8.2,7.33,7.404689999999999,7.261666666666662,8.2
208.0,7.4833333333333325,8.133333333333333,7.959999999999999,8.255555555555555,8.35,7.33,6.844239999999999,7.0663419191245,8.2
209.0,7.8,8.2,8.2,8.2,8.2,7.33,8.27823,7.494675248683443,8.2
210.0,7.7666666666666675,8.2,8.2,7.479999999999999,8.0,7.33,7.404689999999999,7.252004860267325,8.2
211.0,8.023684210526318,8.023684210526318,8.2,8.2,7.862499999999999,7.33,6.844239999999999,7.494675248683443,8.2
212.0,7.699999999999997,8.2,7.626666666666665,7.85,8.2,7.33,6.844239999999999,7.494675248683443,8.2
213.0,8.35,8.2,8.2,8.2,8.2,7.33,7.92058,7.0663419191245,8.2
214.0,8.32857142857143,8.35,8.2,8.099999999999998,8.2,7.33,6.844239999999999,7.735080645161287,8.2
215.0,8.2,8.2,7.85,7.414285714285714,8.2,6.91,7.404689999999999,7.494675248683443,8.2
216.0,8.2,8.2,8.2,7.333333333333332,7.889999999999999,7.33,6.6630600000000015,7.0663419191245,8.2
217.0,7.85,7.866666666666667,7.8,7.8,7.8,6.82,6.844239999999999,6.709859154929579,7.8
218.0,7.1599999999999975,6.533333333333334,7.8,7.8,7.8,7.33,6.844239999999999,5.8443960826985695,7.8
219.0,6.916666666666668,7.139999999999999,8.033333333333333,6.8,7.8,7.33,6.844239999999999,6.750420168067232,7.8
220.0,7.8,7.8,7.74,7.8,7.866666666666667,7.33,6.844239999999999,7.0663419191245,7.8
221.0,7.8,7.899999999999999,6.966666666666666,7.8,7.8,7.33,6.844239999999999,6.752777777777789,7.8
222.0,7.414285714285714,7.725,7.758333333333334,7.414285714285714,7.52,7.33,6.844239999999999,7.494675248683443,7.8
223.0,7.633333333333333,6.118285714285713,6.7676923076923075,7.13846153846154,6.8583333333333325,7.33,6.844239999999999,6.5677324358434745,7.8
224.0,7.428571428571428,7.428571428571428,7.699999999999997,7.8,8.05,7.33,7.404689999999999,7.494675248683443,7.8
225.0,7.762500000000001,7.833333333333332,7.392857142857142,7.06,7.125,7.33,7.404689999999999,7.0663419191245,7.8
226.0,7.52,7.65,7.222222222222222,7.307142857142856,7.8,7.33,6.844239999999999,7.0663419191245,7.8
227.0,7.152941176470589,7.8,7.475,7.9125,7.8,7.33,7.404689999999999,7.0663419191245,7.8
228.0,6.4,7.574999999999997,6.544827586206894,7.6400000000000015,7.8,7.33,6.6630600000000015,5.8443960826985695,7.8
229.0,8.4,7.619999999999999,7.0,7.8,8.05,7.33,7.404689999999999,7.0663419191245,7.8
230.0,7.8,7.8,7.4714285714285715,7.283333333333332,7.8,7.33,6.6630600000000015,7.293932708218413,7.8
231.0,7.78181818181818,7.687499999999999,7.157894736842105,7.8,7.8,6.91,6.844239999999999,7.0663419191245,7.8
232.0,7.866666666666667,7.557142857142857,7.626666666666665,7.8,7.566666666666667,7.33,7.404689999999999,7.494675248683443,7.8
233.0,7.43,7.4444444444444455,7.43,7.466666666666666,6.8400000000000025,7.33,6.844239999999999,7.494675248683443,7.8
234.0,7.8,7.8,7.8,7.8,7.8,7.33,6.844239999999999,7.293932708218413,7.8
235.0,7.85,7.8,7.1599999999999975,7.8,7.8,6.82,6.844239999999999,6.709859154929579,7.8
236.0,7.6,7.6,7.6,7.6,7.099999999999999,6.82,6.844239999999999,7.0663419191245,7.6
237.0,7.950000000000001,7.509090909090909,7.1090909090909085,6.8000000000000025,7.6,7.33,6.844239999999999,7.0663419191245,7.6
238.0,7.033333333333334,7.663636363636362,7.65,7.0,7.75,7.33,6.844239999999999,7.252004860267325,7.6
239.0,7.6,7.6,7.6,7.6,7.6,6.82,7.7176100000000005,6.750420168067232,7.6
240.0,8.133333333333333,7.75,7.6,7.899999999999999,7.6,7.33,7.404689999999999,7.0663419191245,7.6
241.0,8.336363636363636,7.6,7.6,8.2,7.6,7.33,6.844239999999999,7.735080645161287,7.6
